"Date","jurisdiction","Daily Case Rate / 100,000","Seven-day Average Case Rate"
2021-05-03,"Southwest Utah",9.1,7.5
2021-05-03,"Summit County",4.7,8.8
2021-05-03,"Tooele County",0,13
2021-05-03,"TriCounty",1.8,7.8
2021-05-03,"Utah County",6.9,11
2021-05-03,"Wasatch County",8.8,11.3
2021-05-03,"Weber-Morgan",7,9
2021-05-04,"Bear River",16.6,11.9
2021-05-04,"Central Utah",11,4.9
2021-05-04,"Davis County",20.8,13.5
2021-05-04,"Salt Lake County",14.9,11.4
2021-05-04,"San Juan",39.2,15.9
2021-05-04,"Southeast Utah",19.9,22.7
2021-05-04,"Southwest Utah",12.3,7.1
2021-05-04,"Summit County",19,9.8
2021-05-04,"Tooele County",12.5,11.1
2021-05-04,"TriCounty",17.7,7.8
2021-05-04,"Utah County",11.6,10.7
2021-05-04,"Wasatch County",20.5,12.6
2021-05-04,"Weber-Morgan",12.5,8.7
2021-05-05,"Bear River",12.8,12.4
2021-05-05,"Central Utah",11,5.8
2021-05-05,"Davis County",13.5,12.5
2021-05-05,"Salt Lake County",11.8,11
2021-05-05,"San Juan",13.1,14.9
2021-05-05,"Southeast Utah",14.9,21.3
2021-05-05,"Southwest Utah",6.7,7.2
2021-05-05,"Summit County",28.5,12.5
2021-05-05,"Tooele County",5.5,7.9
2021-05-05,"TriCounty",14.1,7.8
2021-05-05,"Utah County",14.6,10.5
2021-05-05,"Wasatch County",14.7,13.8
2021-05-05,"Weber-Morgan",11.8,9
2021-05-06,"Bear River",15,12.6
2021-05-06,"Central Utah",12.2,7.1
2021-05-06,"Davis County",14.1,12.9
2021-05-06,"Salt Lake County",9.3,10.8
2021-05-06,"San Juan",6.5,14
2021-05-06,"Southeast Utah",17.4,19.9
2021-05-06,"Southwest Utah",11.5,8
2021-05-06,"Summit County",2.4,11.5
2021-05-06,"Tooele County",13.8,8.5
2021-05-06,"TriCounty",8.8,8.1
2021-05-06,"Utah County",15.2,11
2021-05-06,"Wasatch County",11.7,13
2021-05-06,"Weber-Morgan",12.1,9.5
2021-05-07,"Bear River",11.2,12
2021-05-07,"Central Utah",18.3,8.4
2021-05-07,"Davis County",10.7,12.4
2021-05-07,"Salt Lake County",13.1,10.6
2021-05-07,"San Juan",26.1,14
2021-05-07,"Southeast Utah",7.5,17
2021-05-07,"Southwest Utah",5.2,7.8
2021-05-07,"Summit County",11.9,11.9
2021-05-07,"Tooele County",16.6,10.1
2021-05-07,"TriCounty",7.1,7.8
2021-05-07,"Utah County",8.8,10.5
2021-05-07,"Wasatch County",0,11.3
2021-05-07,"Weber-Morgan",12.9,10
2021-05-08,"Bear River",9.1,11.6
2021-05-08,"Central Utah",4.9,8.5
2021-05-08,"Davis County",5.6,11.9
2021-05-08,"Salt Lake County",8.6,10.5
2021-05-08,"San Juan",0,13.1
2021-05-08,"Southeast Utah",7.5,16
2021-05-08,"Southwest Utah",5.2,7.8
2021-05-08,"Summit County",7.1,11.2
2021-05-08,"Tooele County",2.8,8.7
2021-05-08,"TriCounty",5.3,8.3
2021-05-08,"Utah County",6.9,10.3
2021-05-08,"Wasatch County",2.9,9.6
2021-05-08,"Weber-Morgan",8.1,10.1
2021-05-09,"Bear River",7,12
2021-05-09,"Central Utah",2.4,8.9
2021-05-09,"Davis County",6.8,11.7
2021-05-09,"Salt Lake County",7.2,10.4
2021-05-09,"San Juan",0,13.1
2021-05-09,"Southeast Utah",7.5,15.6
2021-05-09,"Southwest Utah",6.7,8.1
2021-05-09,"Summit County",2.4,10.8
2021-05-09,"Tooele County",11.1,8.9
2021-05-09,"TriCounty",5.3,8.6
2021-05-09,"Utah County",7.1,10.2
2021-05-09,"Wasatch County",2.9,8.8
2021-05-09,"Weber-Morgan",2.9,9.6
2021-05-10,"Bear River",8,11.4
2021-05-10,"Central Utah",7.3,9.6
2021-05-10,"Davis County",9.3,11.5
2021-05-10,"Salt Lake County",5,10
2021-05-10,"San Juan",0,12.1
2021-05-10,"Southeast Utah",12.4,12.4
2021-05-10,"Southwest Utah",4,7.4
2021-05-10,"Summit County",4.7,10.8
2021-05-10,"Tooele County",6.9,9.9
2021-05-10,"TriCounty",7.1,9.3
2021-05-10,"Utah County",6.3,10.1
2021-05-10,"Wasatch County",2.9,8
2021-05-10,"Weber-Morgan",14.7,10.7
2021-05-11,"Bear River",18.2,11.6
2021-05-11,"Central Utah",18.3,10.6
2021-05-11,"Davis County",17.7,11.1
2021-05-11,"Salt Lake County",13,9.7
2021-05-11,"San Juan",6.5,7.5
2021-05-11,"Southeast Utah",17.4,12.1
2021-05-11,"Southwest Utah",11.9,7.3
2021-05-11,"Summit County",9.5,9.5
2021-05-11,"Tooele County",18,10.7
2021-05-11,"TriCounty",19.4,9.6
2021-05-11,"Utah County",13.8,10.4
2021-05-11,"Wasatch County",8.8,6.3
2021-05-11,"Weber-Morgan",14.7,11
2021-05-12,"Bear River",13.4,11.7
2021-05-12,"Central Utah",4.9,9.8
2021-05-12,"Davis County",12.9,11
2021-05-12,"Salt Lake County",11.3,9.6
2021-05-12,"San Juan",0,5.6
2021-05-12,"Southeast Utah",17.4,12.4
2021-05-12,"Southwest Utah",10.7,7.9
2021-05-12,"Summit County",9.5,6.8
2021-05-12,"Tooele County",12.5,11.7
2021-05-12,"TriCounty",21.2,10.6
2021-05-12,"Utah County",14.3,10.4
2021-05-12,"Wasatch County",2.9,4.6
2021-05-12,"Weber-Morgan",20.9,12.3
2021-05-13,"Bear River",12.8,11.4
2021-05-13,"Central Utah",22,11.2
2021-05-13,"Davis County",12.1,10.7
2021-05-13,"Salt Lake County",8.8,9.6
2021-05-13,"San Juan",0,4.7
2021-05-13,"Southeast Utah",32.3,14.6
2021-05-13,"Southwest Utah",8.3,7.4
2021-05-13,"Summit County",19,9.2
2021-05-13,"Tooele County",8.3,10.9
2021-05-13,"TriCounty",14.1,11.4
2021-05-13,"Utah County",10.7,9.7
2021-05-13,"Wasatch County",5.9,3.8
2021-05-13,"Weber-Morgan",11,12.2
2021-05-14,"Bear River",8,10.9
2021-05-14,"Central Utah",15.9,10.8
2021-05-14,"Davis County",11,10.8
2021-05-14,"Salt Lake County",9,9
2021-05-14,"San Juan",0,0.9
2021-05-14,"Southeast Utah",5,14.2
2021-05-14,"Southwest Utah",10.7,8.2
2021-05-14,"Summit County",7.1,8.5
2021-05-14,"Tooele County",12.5,10.3
2021-05-14,"TriCounty",12.4,12.1
2021-05-14,"Utah County",10.4,9.9
2021-05-14,"Wasatch County",2.9,4.2
2021-05-14,"Weber-Morgan",11,11.9
2021-05-15,"Bear River",12.3,11.4
2021-05-15,"Central Utah",3.7,10.6
2021-05-15,"Davis County",9.8,11.4
2021-05-15,"Salt Lake County",6.8,8.7
2021-05-15,"San Juan",0,0.9
2021-05-15,"Southeast Utah",0,13.1
2021-05-15,"Southwest Utah",8.3,8.7
2021-05-15,"Summit County",7.1,8.5
2021-05-15,"Tooele County",18,12.5
2021-05-15,"TriCounty",15.9,13.6
2021-05-15,"Utah County",5.8,9.8
2021-05-15,"Wasatch County",2.9,4.2
2021-05-15,"Weber-Morgan",8.4,12
2021-05-16,"Bear River",5.9,11.2
2021-05-16,"Central Utah",2.4,10.6
2021-05-16,"Davis County",5.6,11.2
2021-05-16,"Salt Lake County",4.4,8.3
2021-05-16,"San Juan",0,0.9
2021-05-16,"Southeast Utah",5,12.8
2021-05-16,"Southwest Utah",3.2,8.2
2021-05-16,"Summit County",0,8.1
2021-05-16,"Tooele County",19.4,13.6
2021-05-16,"TriCounty",3.5,13.4
2021-05-16,"Utah County",6,9.6
2021-05-16,"Wasatch County",0,3.8
2021-05-16,"Weber-Morgan",7.7,12.6
2021-05-17,"Bear River",4.8,10.8
2021-05-17,"Central Utah",7.3,10.6
2021-05-17,"Davis County",11.5,11.5
2021-05-17,"Salt Lake County",8.1,8.8
2021-05-17,"San Juan",0,0.9
2021-05-17,"Southeast Utah",14.9,13.1
2021-05-17,"Southwest Utah",6.3,8.5
2021-05-17,"Summit County",2.4,7.8
2021-05-17,"Tooele County",9.7,14
2021-05-17,"TriCounty",5.3,13.1
2021-05-17,"Utah County",6.8,9.7
2021-05-17,"Wasatch County",0,3.4
2021-05-17,"Weber-Morgan",9.9,12
2021-05-18,"Bear River",15.5,10.4
2021-05-18,"Central Utah",8.5,9.2
2021-05-18,"Davis County",18,11.6
2021-05-18,"Salt Lake County",9.5,8.3
2021-05-18,"San Juan",6.5,0.9
2021-05-18,"Southeast Utah",12.4,12.4
2021-05-18,"Southwest Utah",12.7,8.6
2021-05-18,"Summit County",4.7,7.1
2021-05-18,"Tooele County",27.7,15.4
2021-05-18,"TriCounty",26.5,14.1
2021-05-18,"Utah County",14.6,9.8
2021-05-18,"Wasatch County",11.7,3.8
2021-05-18,"Weber-Morgan",15.8,12.1
2021-05-19,"Bear River",8.6,9.7
2021-05-19,"Central Utah",12.2,10.3
2021-05-19,"Davis County",8.2,10.9
2021-05-19,"Salt Lake County",7.5,7.7
2021-05-19,"San Juan",13.1,2.8
2021-05-19,"Southeast Utah",19.9,12.8
2021-05-19,"Southwest Utah",4,7.7
2021-05-19,"Summit County",4.7,6.4
2021-05-19,"Tooele County",13.8,15.6
2021-05-19,"TriCounty",15.9,13.4
2021-05-19,"Utah County",7.2,8.8
2021-05-19,"Wasatch County",5.9,4.2
2021-05-19,"Weber-Morgan",11.4,10.8
2021-05-20,"Bear River",5.4,8.6
2021-05-20,"Central Utah",9.8,8.5
2021-05-20,"Davis County",7.6,10.2
2021-05-20,"Salt Lake County",7.9,7.6
2021-05-20,"San Juan",6.5,3.7
2021-05-20,"Southeast Utah",22.4,11.4
2021-05-20,"Southwest Utah",10.3,7.9
2021-05-20,"Summit County",2.4,4.1
2021-05-20,"Tooele County",38.7,20
2021-05-20,"TriCounty",15.9,13.6
2021-05-20,"Utah County",8.2,8.4
2021-05-20,"Wasatch County",5.9,4.2
2021-05-20,"Weber-Morgan",11.8,10.9
2021-05-21,"Bear River",5.9,8.3
2021-05-21,"Central Utah",6.1,7.1
2021-05-21,"Davis County",14.9,10.8
2021-05-21,"Salt Lake County",7.6,7.4
2021-05-21,"San Juan",26.1,7.5
2021-05-21,"Southeast Utah",9.9,12.1
2021-05-21,"Southwest Utah",6,7.3
2021-05-21,"Summit County",0,3.1
2021-05-21,"Tooele County",5.5,19
2021-05-21,"TriCounty",12.4,13.6
2021-05-21,"Utah County",6,7.8
2021-05-21,"Wasatch County",2.9,4.2
2021-05-21,"Weber-Morgan",11,10.9
2021-05-22,"Bear River",8,7.7
2021-05-22,"Central Utah",4.9,7.3
2021-05-22,"Davis County",4.8,10.1
2021-05-22,"Salt Lake County",7.4,7.5
2021-05-22,"San Juan",6.5,8.4
2021-05-22,"Southeast Utah",0,12.1
2021-05-22,"Southwest Utah",4.8,6.7
2021-05-22,"Summit County",2.4,2.4
2021-05-22,"Tooele County",11.1,18
2021-05-22,"TriCounty",10.6,12.9
2021-05-22,"Utah County",6.8,7.9
2021-05-22,"Wasatch County",8.8,5
2021-05-22,"Weber-Morgan",10.3,11.1
2021-05-23,"Bear River",3.7,7.4
2021-05-23,"Central Utah",1.2,7.1
2021-05-23,"Davis County",2.8,9.7
2021-05-23,"Salt Lake County",4.8,7.5
2021-05-23,"San Juan",6.5,9.3
2021-05-23,"Southeast Utah",2.5,11.7
2021-05-23,"Southwest Utah",4.4,6.9
2021-05-23,"Summit County",0,2.4
2021-05-23,"Tooele County",5.5,16
2021-05-23,"TriCounty",0,12.4
2021-05-23,"Utah County",4.2,7.7
2021-05-23,"Wasatch County",0,5
2021-05-23,"Weber-Morgan",11,11.6
2021-05-24,"Bear River",4.3,7.3
2021-05-24,"Central Utah",3.7,6.6
2021-05-24,"Davis County",7.6,9.1
2021-05-24,"Salt Lake County",5.2,7.1
2021-05-24,"San Juan",0,9.3
2021-05-24,"Southeast Utah",29.8,13.8
2021-05-24,"Southwest Utah",3.2,6.5
2021-05-24,"Summit County",0,2
2021-05-24,"Tooele County",11.1,16.2
2021-05-24,"TriCounty",8.8,12.9
2021-05-24,"Utah County",3.8,7.3
2021-05-24,"Wasatch County",8.8,6.3
2021-05-24,"Weber-Morgan",11.4,11.8
2021-05-25,"Bear River",9.1,6.4
2021-05-25,"Central Utah",3.7,5.9
2021-05-25,"Davis County",7.6,7.6
2021-05-25,"Salt Lake County",6.7,6.7
2021-05-25,"San Juan",0,8.4
2021-05-25,"Southeast Utah",9.9,13.5
2021-05-25,"Southwest Utah",12.3,6.4
2021-05-25,"Summit County",0,1.4
2021-05-25,"Tooele County",8.3,13.4
2021-05-25,"TriCounty",12.4,10.8
2021-05-25,"Utah County",7.4,6.2
2021-05-25,"Wasatch County",8.8,5.9
2021-05-25,"Weber-Morgan",19.1,12.3
2021-05-26,"Bear River",8.6,6.4
2021-05-26,"Central Utah",7.3,5.2
2021-05-26,"Davis County",5.9,7.3
2021-05-26,"Salt Lake County",9.2,7
2021-05-26,"San Juan",6.5,7.5
2021-05-26,"Southeast Utah",14.9,12.8
2021-05-26,"Southwest Utah",11.9,7.5
2021-05-26,"Summit County",2.4,1
2021-05-26,"Tooele County",19.4,14.2
2021-05-26,"TriCounty",24.7,12.1
2021-05-26,"Utah County",7.7,6.3
2021-05-26,"Wasatch County",0,5
2021-05-26,"Weber-Morgan",14.7,12.7
2021-05-27,"Bear River",8,6.8
2021-05-27,"Central Utah",4.9,4.5
2021-05-27,"Davis County",10.7,7.8
2021-05-27,"Salt Lake County",8.4,7.1
2021-05-27,"San Juan",6.5,7.5
2021-05-27,"Southeast Utah",29.8,13.8
2021-05-27,"Southwest Utah",8.7,7.3
2021-05-27,"Summit County",0,0.7
2021-05-27,"Tooele County",6.9,9.7
2021-05-27,"TriCounty",5.3,10.6
2021-05-27,"Utah County",6.3,6
2021-05-27,"Wasatch County",2.9,4.6
2021-05-27,"Weber-Morgan",13.2,13
2021-05-28,"Bear River",7,7
2021-05-28,"Central Utah",4.9,4.4
2021-05-28,"Davis County",4.8,6.3
2021-05-28,"Salt Lake County",5.5,6.8
2021-05-28,"San Juan",6.5,4.7
2021-05-28,"Southeast Utah",5,13.1
2021-05-28,"Southwest Utah",5.2,7.2
2021-05-28,"Summit County",0,0.7
2021-05-28,"Tooele County",9.7,10.3
2021-05-28,"TriCounty",8.8,10.1
2021-05-28,"Utah County",6,6
2021-05-28,"Wasatch County",5.9,5
2021-05-28,"Weber-Morgan",11.8,13.1
2021-05-29,"Bear River",3.7,6.3
2021-05-29,"Central Utah",4.9,4.4
2021-05-29,"Davis County",4.2,6.2
2021-05-29,"Salt Lake County",5.3,6.5
2021-05-29,"San Juan",0,3.7
2021-05-29,"Southeast Utah",9.9,14.6
2021-05-29,"Southwest Utah",5.6,7.3
2021-05-29,"Summit County",2.4,0.7
2021-05-29,"Tooele County",8.3,9.9
2021-05-29,"TriCounty",7.1,9.6
2021-05-29,"Utah County",4.2,5.7
2021-05-29,"Wasatch County",2.9,4.2
2021-05-29,"Weber-Morgan",8.4,12.8
2021-05-30,"Bear River",4.8,6.5
2021-05-30,"Central Utah",2.4,4.5
2021-05-30,"Davis County",3.7,6.3
2021-05-30,"Salt Lake County",3.6,6.3
2021-05-30,"San Juan",0,2.8
2021-05-30,"Southeast Utah",5,14.9
2021-05-30,"Southwest Utah",4.8,7.4
2021-05-30,"Summit County",0,0.7
2021-05-30,"Tooele County",1.4,9.3
2021-05-30,"TriCounty",7.1,10.6
2021-05-30,"Utah County",6.3,6
2021-05-30,"Wasatch County",5.9,5
2021-05-30,"Weber-Morgan",4.8,11.9
2021-05-31,"Bear River",3.7,6.4
2021-05-31,"Central Utah",1.2,4.2
2021-05-31,"Davis County",5.3,6
2021-05-31,"Salt Lake County",3.5,6.1
2021-05-31,"San Juan",0,2.8
2021-05-31,"Southeast Utah",5,11.4
2021-05-31,"Southwest Utah",2,7.2
2021-05-31,"Summit County",2.4,1
2021-05-31,"Tooele County",5.5,8.5
2021-05-31,"TriCounty",5.3,10.1
2021-05-31,"Utah County",2.4,5.7
2021-05-31,"Wasatch County",5.9,4.6
2021-05-31,"Weber-Morgan",4,10.9
2021-06-01,"Bear River",5.9,6
2021-06-01,"Central Utah",4.9,4.4
2021-06-01,"Davis County",8.7,6.2
2021-06-01,"Salt Lake County",6.6,6
2021-06-01,"San Juan",0,2.8
2021-06-01,"Southeast Utah",12.4,11.7
2021-06-01,"Southwest Utah",3.6,6
2021-06-01,"Summit County",4.7,1.7
2021-06-01,"Tooele County",4.2,7.9
2021-06-01,"TriCounty",14.1,10.3
2021-06-01,"Utah County",4.6,5.3
2021-06-01,"Wasatch County",0,3.4
2021-06-01,"Weber-Morgan",9.2,9.4
2021-06-02,"Bear River",11.2,6.3
2021-06-02,"Central Utah",6.1,4.2
2021-06-02,"Davis County",9.3,6.7
2021-06-02,"Salt Lake County",8.8,6
2021-06-02,"San Juan",6.5,2.8
2021-06-02,"Southeast Utah",19.9,12.4
2021-06-02,"Southwest Utah",10.3,5.7
2021-06-02,"Summit County",4.7,2
2021-06-02,"Tooele County",13.8,7.1
2021-06-02,"TriCounty",8.8,8.1
2021-06-02,"Utah County",10.7,5.8
2021-06-02,"Wasatch County",23.5,6.7
2021-06-02,"Weber-Morgan",17.3,9.8
2021-06-03,"Bear River",8.6,6.4
2021-06-03,"Central Utah",8.5,4.7
2021-06-03,"Davis County",10.1,6.6
2021-06-03,"Salt Lake County",8.4,6
2021-06-03,"San Juan",0,1.9
2021-06-03,"Southeast Utah",5,8.9
2021-06-03,"Southwest Utah",7.9,5.6
2021-06-03,"Summit County",0,2
2021-06-03,"Tooele County",15.2,8.3
2021-06-03,"TriCounty",3.5,7.8
2021-06-03,"Utah County",9.3,6.2
2021-06-03,"Wasatch County",2.9,6.7
2021-06-03,"Weber-Morgan",12.9,9.8
2021-06-04,"Bear River",10.2,6.9
2021-06-04,"Central Utah",2.4,4.4
2021-06-04,"Davis County",11.5,7.6
2021-06-04,"Salt Lake County",6.5,6.1
2021-06-04,"San Juan",26.1,4.7
2021-06-04,"Southeast Utah",7.5,9.2
2021-06-04,"Southwest Utah",9.1,6.2
2021-06-04,"Summit County",0,2
2021-06-04,"Tooele County",15.2,9.1
2021-06-04,"TriCounty",28.3,10.6
2021-06-04,"Utah County",10.2,6.8
2021-06-04,"Wasatch County",2.9,6.3
2021-06-04,"Weber-Morgan",16.9,10.5
2021-06-05,"Bear River",7.5,7.4
2021-06-05,"Central Utah",4.9,4.4
2021-06-05,"Davis County",8.4,8.2
2021-06-05,"Salt Lake County",5.8,6.2
2021-06-05,"San Juan",0,4.7
2021-06-05,"Southeast Utah",9.9,9.2
2021-06-05,"Southwest Utah",4.8,6.1
2021-06-05,"Summit County",0,1.7
2021-06-05,"Tooele County",9.7,9.3
2021-06-05,"TriCounty",5.3,10.3
2021-06-05,"Utah County",7.9,7.3
2021-06-05,"Wasatch County",0,5.9
2021-06-05,"Weber-Morgan",9.9,10.7
2021-06-06,"Bear River",7,7.7
2021-06-06,"Central Utah",1.2,4.2
2021-06-06,"Davis County",3.4,8.1
2021-06-06,"Salt Lake County",4.6,6.3
2021-06-06,"San Juan",0,4.7
2021-06-06,"Southeast Utah",7.5,9.6
2021-06-06,"Southwest Utah",7.1,6.4
2021-06-06,"Summit County",0,1.7
2021-06-06,"Tooele County",2.8,9.5
2021-06-06,"TriCounty",12.4,11.1
2021-06-06,"Utah County",7.7,7.5
2021-06-06,"Wasatch County",2.9,5.4
2021-06-06,"Weber-Morgan",5.5,10.8
2021-06-07,"Bear River",5.9,8
2021-06-07,"Central Utah",2.4,4.4
2021-06-07,"Davis County",13.8,9.3
2021-06-07,"Salt Lake County",6.6,6.8
2021-06-07,"San Juan",0,4.7
2021-06-07,"Southeast Utah",22.4,12.1
2021-06-07,"Southwest Utah",5.6,6.9
2021-06-07,"Summit County",14.2,3.4
2021-06-07,"Tooele County",4.2,9.3
2021-06-07,"TriCounty",12.4,12.1
2021-06-07,"Utah County",5.7,8
2021-06-07,"Wasatch County",0,4.6
2021-06-07,"Weber-Morgan",13.6,12.2
2021-06-08,"Bear River",6.4,8.1
2021-06-08,"Central Utah",3.7,4.2
2021-06-08,"Davis County",12.1,9.8
2021-06-08,"Salt Lake County",9.6,7.2
2021-06-08,"San Juan",6.5,5.6
2021-06-08,"Southeast Utah",12.4,12.1
2021-06-08,"Southwest Utah",7.5,7.5
2021-06-08,"Summit County",4.7,3.4
2021-06-08,"Tooele County",15.2,10.9
2021-06-08,"TriCounty",47.7,16.9
2021-06-08,"Utah County",12.7,9.2
2021-06-08,"Wasatch County",2.9,5
2021-06-08,"Weber-Morgan",18.7,13.5
2021-06-09,"Bear River",6.4,7.4
2021-06-09,"Central Utah",8.5,4.5
2021-06-09,"Davis County",12.9,10.3
2021-06-09,"Salt Lake County",8.4,7.1
2021-06-09,"San Juan",0,4.7
2021-06-09,"Southeast Utah",24.9,12.8
2021-06-09,"Southwest Utah",6,6.9
2021-06-09,"Summit County",2.4,3.1
2021-06-09,"Tooele County",12.5,10.7
2021-06-09,"TriCounty",38.9,21.2
2021-06-09,"Utah County",8.3,8.8
2021-06-09,"Wasatch County",5.9,2.5
2021-06-09,"Weber-Morgan",14,13.1
2021-06-10,"Bear River",8,7.3
2021-06-10,"Central Utah",8.5,4.5
2021-06-10,"Davis County",10.4,10.4
2021-06-10,"Salt Lake County",7.3,7
2021-06-10,"San Juan",0,4.7
2021-06-10,"Southeast Utah",5,12.8
2021-06-10,"Southwest Utah",4.8,6.4
2021-06-10,"Summit County",0,3.1
2021-06-10,"Tooele County",2.8,8.9
2021-06-10,"TriCounty",33.6,25.5
2021-06-10,"Utah County",8.5,8.7
2021-06-10,"Wasatch County",0,2.1
2021-06-10,"Weber-Morgan",11.8,12.9
2021-06-11,"Bear River",16.6,8.3
2021-06-11,"Central Utah",1.2,4.4
2021-06-11,"Davis County",14.9,10.9
2021-06-11,"Salt Lake County",7.6,7.1
2021-06-11,"San Juan",0,0.9
2021-06-11,"Southeast Utah",7.5,12.8
2021-06-11,"Southwest Utah",8.3,6.3
2021-06-11,"Summit County",0,3.1
2021-06-11,"Tooele County",12.5,8.5
2021-06-11,"TriCounty",28.3,25.5
2021-06-11,"Utah County",14.5,9.3
2021-06-11,"Wasatch County",2.9,2.1
2021-06-11,"Weber-Morgan",14,12.5
2021-06-12,"Bear River",4.8,7.9
2021-06-12,"Central Utah",1.2,3.8
2021-06-12,"Davis County",6.2,10.5
2021-06-12,"Salt Lake County",5.2,7
2021-06-12,"San Juan",0,0.9
2021-06-12,"Southeast Utah",7.5,12.4
2021-06-12,"Southwest Utah",4.8,6.3
2021-06-12,"Summit County",7.1,4.1
2021-06-12,"Tooele County",8.3,8.3
2021-06-12,"TriCounty",17.7,27.2
2021-06-12,"Utah County",5.8,9
2021-06-12,"Wasatch County",0,2.1
2021-06-12,"Weber-Morgan",9.5,12.4
2021-06-13,"Bear River",4.3,7.5
2021-06-13,"Central Utah",1.2,3.8
2021-06-13,"Davis County",3.9,10.6
2021-06-13,"Salt Lake County",5.2,7.1
2021-06-13,"San Juan",0,0.9
2021-06-13,"Southeast Utah",9.9,12.8
2021-06-13,"Southwest Utah",6.7,6.2
2021-06-13,"Summit County",7.1,5.1
2021-06-13,"Tooele County",1.4,8.1
2021-06-13,"TriCounty",5.3,26.2
2021-06-13,"Utah County",5.2,8.7
2021-06-13,"Wasatch County",8.8,2.9
2021-06-13,"Weber-Morgan",8.1,12.8
2021-06-14,"Bear River",4.8,7.3
2021-06-14,"Central Utah",4.9,4.2
2021-06-14,"Davis County",6.2,9.5
2021-06-14,"Salt Lake County",5.9,7
2021-06-14,"San Juan",6.5,1.9
2021-06-14,"Southeast Utah",29.8,13.8
2021-06-14,"Southwest Utah",9.5,6.8
2021-06-14,"Summit County",7.1,4.1
2021-06-14,"Tooele County",6.9,8.5
2021-06-14,"TriCounty",19.4,27.2
2021-06-14,"Utah County",6.3,8.8
2021-06-14,"Wasatch County",14.7,5
2021-06-14,"Weber-Morgan",12.1,12.6
2021-06-15,"Bear River",11.2,8
2021-06-15,"Central Utah",7.3,4.7
2021-06-15,"Davis County",12.4,9.6
2021-06-15,"Salt Lake County",11.6,7.3
2021-06-15,"San Juan",0,0.9
2021-06-15,"Southeast Utah",2.5,12.4
2021-06-15,"Southwest Utah",9.5,7.1
2021-06-15,"Summit County",14.2,5.4
2021-06-15,"Tooele County",12.5,8.1
2021-06-15,"TriCounty",51.2,27.8
2021-06-15,"Utah County",11.9,8.6
2021-06-15,"Wasatch County",8.8,5.9
2021-06-15,"Weber-Morgan",20.6,12.9
2021-06-16,"Bear River",8.6,8.3
2021-06-16,"Central Utah",6.1,4.4
2021-06-16,"Davis County",10.7,9.2
2021-06-16,"Salt Lake County",11,7.7
2021-06-16,"San Juan",0,0.9
2021-06-16,"Southeast Utah",9.9,10.3
2021-06-16,"Southwest Utah",9.1,7.5
2021-06-16,"Summit County",0,5.1
2021-06-16,"Tooele County",15.2,8.5
2021-06-16,"TriCounty",21.2,25.2
2021-06-16,"Utah County",13.4,9.4
2021-06-16,"Wasatch County",8.8,6.3
2021-06-16,"Weber-Morgan",16.5,13.2
2021-06-17,"Bear River",10.2,8.6
2021-06-17,"Central Utah",3.7,3.7
2021-06-17,"Davis County",9.8,9.2
2021-06-17,"Salt Lake County",10.1,8.1
2021-06-17,"San Juan",0,0.9
2021-06-17,"Southeast Utah",17.4,12.1
2021-06-17,"Southwest Utah",10.3,8.3
2021-06-17,"Summit County",4.7,5.8
2021-06-17,"Tooele County",11.1,9.7
2021-06-17,"TriCounty",8.8,21.7
2021-06-17,"Utah County",10.4,9.6
2021-06-17,"Wasatch County",2.9,6.7
2021-06-17,"Weber-Morgan",11.8,13.2
2021-06-18,"Bear River",4.8,7
2021-06-18,"Central Utah",7.3,4.5
2021-06-18,"Davis County",12.4,8.8
2021-06-18,"Salt Lake County",8.5,8.2
2021-06-18,"San Juan",0,0.9
2021-06-18,"Southeast Utah",2.5,11.4
2021-06-18,"Southwest Utah",9.5,8.5
2021-06-18,"Summit County",4.7,6.4
2021-06-18,"Tooele County",2.8,8.3
2021-06-18,"TriCounty",17.7,20.2
2021-06-18,"Utah County",9.6,8.9
2021-06-18,"Wasatch County",0,6.3
2021-06-18,"Weber-Morgan",11,12.8
2021-06-19,"Bear River",7.5,7.3
2021-06-19,"Central Utah",3.7,4.9
2021-06-19,"Davis County",12.4,9.7
2021-06-19,"Salt Lake County",7.7,8.6
2021-06-19,"San Juan",0,0.9
2021-06-19,"Southeast Utah",5,11
2021-06-19,"Southwest Utah",7.1,8.8
2021-06-19,"Summit County",2.4,5.8
2021-06-19,"Tooele County",6.9,8.1
2021-06-19,"TriCounty",10.6,19.2
2021-06-19,"Utah County",6.9,9.1
2021-06-19,"Wasatch County",5.9,7.1
2021-06-19,"Weber-Morgan",8.8,12.7
2021-06-20,"Bear River",4.3,7.3
2021-06-20,"Central Utah",2.4,5.1
2021-06-20,"Davis County",6.2,10
2021-06-20,"Salt Lake County",3.3,8.3
2021-06-20,"San Juan",0,0.9
2021-06-20,"Southeast Utah",2.5,9.9
2021-06-20,"Southwest Utah",6.7,8.8
2021-06-20,"Summit County",9.5,6.1
2021-06-20,"Tooele County",4.2,8.5
2021-06-20,"TriCounty",7.1,19.4
2021-06-20,"Utah County",7.1,9.4
2021-06-20,"Wasatch County",2.9,6.3
2021-06-20,"Weber-Morgan",5.9,12.4
2021-06-21,"Bear River",2.7,7
2021-06-21,"Central Utah",12.2,6.1
2021-06-21,"Davis County",10.7,10.6
2021-06-21,"Salt Lake County",8,8.6
2021-06-21,"San Juan",0,0
2021-06-21,"Southeast Utah",5,6.4
2021-06-21,"Southwest Utah",4.8,8.2
2021-06-21,"Summit County",9.5,6.4
